../Images/DataSet\Bad_001_Augment_01.png,-4.252083778381348,4.454556465148926,tensor([1])
../Images/DataSet\Bad_001_Augment_02.png,-5.54595947265625,5.746283531188965,tensor([1])
../Images/DataSet\Bad_001_Augment_03.png,-4.459164619445801,4.606232643127441,tensor([1])
../Images/DataSet\Bad_001_Augment_04.png,-4.438368320465088,4.634514808654785,tensor([1])
../Images/DataSet\Bad_001_Augment_05.png,-3.856689929962158,4.046452045440674,tensor([1])
../Images/DataSet\Bad_001_Augment_06.png,-5.564767360687256,5.502895355224609,tensor([1])
../Images/DataSet\Bad_001_Augment_07.png,-3.589463710784912,3.907191514968872,tensor([1])
../Images/DataSet\Bad_001_Augment_08.png,-5.872406482696533,6.04716682434082,tensor([1])
../Images/DataSet\Bad_002_Augment_01.png,-8.411937713623047,8.337666511535645,tensor([1])
../Images/DataSet\Bad_002_Augment_02.png,-9.502253532409668,9.392972946166992,tensor([1])
../Images/DataSet\Bad_002_Augment_03.png,-9.924474716186523,9.803647994995117,tensor([1])
../Images/DataSet\Bad_002_Augment_04.png,-9.929010391235352,9.842212677001953,tensor([1])
../Images/DataSet\Bad_002_Augment_05.png,-6.589809417724609,6.391210556030273,tensor([1])
../Images/DataSet\Bad_002_Augment_06.png,-7.037784576416016,6.892857074737549,tensor([1])
../Images/DataSet\Bad_002_Augment_07.png,-7.9675140380859375,7.886030197143555,tensor([1])
../Images/DataSet\Bad_002_Augment_08.png,-8.864608764648438,8.847395896911621,tensor([1])
../Images/DataSet\Bad_003_Augment_01.png,-4.688199520111084,4.708887100219727,tensor([1])
../Images/DataSet\Bad_003_Augment_02.png,-4.512422561645508,4.619970321655273,tensor([1])
../Images/DataSet\Bad_003_Augment_03.png,-5.405607223510742,5.361388206481934,tensor([1])
../Images/DataSet\Bad_003_Augment_04.png,-5.526241302490234,5.564424514770508,tensor([1])
../Images/DataSet\Bad_003_Augment_05.png,-3.9833898544311523,4.018566131591797,tensor([1])
../Images/DataSet\Bad_003_Augment_06.png,-5.129498481750488,5.299023151397705,tensor([1])
../Images/DataSet\Bad_003_Augment_07.png,-3.556990385055542,3.5150163173675537,tensor([1])
../Images/DataSet\Bad_003_Augment_08.png,-4.991247177124023,5.130307197570801,tensor([1])
../Images/DataSet\Bad_005_Augment_01.png,-4.544053077697754,4.839432239532471,tensor([1])
../Images/DataSet\Bad_005_Augment_02.png,-6.142916679382324,6.618638515472412,tensor([1])
../Images/DataSet\Bad_005_Augment_03.png,-5.312439918518066,5.859264373779297,tensor([1])
../Images/DataSet\Bad_005_Augment_04.png,-7.744999408721924,8.378755569458008,tensor([1])
../Images/DataSet\Bad_005_Augment_05.png,-4.587469100952148,5.0393171310424805,tensor([1])
../Images/DataSet\Bad_005_Augment_06.png,-7.855825424194336,8.342849731445312,tensor([1])
../Images/DataSet\Bad_005_Augment_07.png,-4.38053560256958,4.629852294921875,tensor([1])
../Images/DataSet\Bad_005_Augment_08.png,-8.53287124633789,8.999519348144531,tensor([1])
../Images/DataSet\Bad_006_Augment_01.png,-5.940505504608154,5.953025817871094,tensor([1])
../Images/DataSet\Bad_006_Augment_02.png,-6.721467971801758,6.697503089904785,tensor([1])
../Images/DataSet\Bad_006_Augment_03.png,-5.727049827575684,5.644069671630859,tensor([1])
../Images/DataSet\Bad_006_Augment_04.png,-8.008220672607422,8.000137329101562,tensor([1])
../Images/DataSet\Bad_006_Augment_05.png,-6.614740371704102,6.865128517150879,tensor([1])
