../Images/DataSet\Bad_001_Augment_01.png,0.00016545591643080115,0.9998345375061035,1
../Images/DataSet\Bad_001_Augment_02.png,1.246911779162474e-05,0.9999874830245972,1
../Images/DataSet\Bad_001_Augment_03.png,0.0001155840145656839,0.9998843669891357,1
../Images/DataSet\Bad_001_Augment_04.png,0.00011472205369500443,0.9998853206634521,1
../Images/DataSet\Bad_001_Augment_05.png,0.0003694439656101167,0.9996305704116821,1
../Images/DataSet\Bad_001_Augment_06.png,1.56087517098058e-05,0.9999843835830688,1
../Images/DataSet\Bad_001_Augment_07.png,0.0005546294851228595,0.999445378780365,1
../Images/DataSet\Bad_001_Augment_08.png,6.658744950982509e-06,0.9999933242797852,1
../Images/DataSet\Bad_002_Augment_01.png,5.3178947467813487e-08,1.0,1
../Images/DataSet\Bad_002_Augment_02.png,6.22168228048281e-09,1.0,1
../Images/DataSet\Bad_002_Augment_03.png,2.705111468159771e-09,1.0,1
../Images/DataSet\Bad_002_Augment_04.png,2.5909969725290694e-09,1.0,1
../Images/DataSet\Bad_002_Augment_05.png,2.303635028511053e-06,0.9999977350234985,1
../Images/DataSet\Bad_002_Augment_06.png,8.912489875001484e-07,0.9999991655349731,1
../Images/DataSet\Bad_002_Augment_07.png,1.3028463285991165e-07,0.9999998807907104,1
../Images/DataSet\Bad_002_Augment_08.png,2.031298151905503e-08,1.0,1
../Images/DataSet\Bad_003_Augment_01.png,8.295850420836359e-05,0.9999170303344727,1
../Images/DataSet\Bad_003_Augment_02.png,0.00010809490049723536,0.9998918771743774,1
../Images/DataSet\Bad_003_Augment_03.png,2.1083567844470963e-05,0.9999788999557495,1
../Images/DataSet\Bad_003_Augment_04.png,1.5253812307491899e-05,0.9999847412109375,1
../Images/DataSet\Bad_003_Augment_05.png,0.00033469501067884266,0.9996652603149414,1
../Images/DataSet\Bad_003_Augment_06.png,2.9575870939879678e-05,0.9999704360961914,1
../Images/DataSet\Bad_003_Augment_07.png,0.000847809249535203,0.9991521835327148,1
../Images/DataSet\Bad_003_Augment_08.png,4.0201972296927124e-05,0.9999598264694214,1
../Images/DataSet\Bad_005_Augment_01.png,8.409446309087798e-05,0.9999159574508667,1
../Images/DataSet\Bad_005_Augment_02.png,2.868969659175491e-06,0.9999971389770508,1
../Images/DataSet\Bad_005_Augment_03.png,1.4066445146454498e-05,0.999985933303833,1
../Images/DataSet\Bad_005_Augment_04.png,9.943569523329643e-08,0.9999998807907104,1
../Images/DataSet\Bad_005_Augment_05.png,6.593427679035813e-05,0.9999340772628784,1
../Images/DataSet\Bad_005_Augment_06.png,9.225814068258842e-08,0.9999998807907104,1
../Images/DataSet\Bad_005_Augment_07.png,0.00012211959983687848,0.9998778104782104,1
../Images/DataSet\Bad_005_Augment_08.png,2.4309695589863622e-08,1.0,1
../Images/DataSet\Bad_006_Augment_01.png,6.834422492829617e-06,0.9999932050704956,1
../Images/DataSet\Bad_006_Augment_02.png,1.4866690207782085e-06,0.9999985694885254,1
../Images/DataSet\Bad_006_Augment_03.png,1.1523397006385494e-05,0.9999884366989136,1
../Images/DataSet\Bad_006_Augment_04.png,1.1159850998865295e-07,0.9999998807907104,1
